Unnamed: 0,Mean,Zero Crossing Rate,Range,Energy,RMS,Variance,Approximation,Detail 1,Detail 2
0,0.0122238016904392,0.3888888888888889,0.0520630247253958,0.0066576163550201,0.0187189973233219,0.0002009795330233,-0.11907467905966335,-0.250116198985546,0.06306513524168715
1,0.012898401258054,0.3888888888888889,0.0518799191284718,0.0071404996533131,0.0193859684108637,0.0002094470162132,-1.4230204371814226,-0.6134580667685999,-0.7938575488366204
2,0.0135296337106078,0.3888888888888889,0.0520935423248831,0.0076290842941469,0.020038232265435,0.0002184797639803,0.930135672002974,1.5826211073737344,-2.0721619682473262
3,0.0140709195541464,0.3888888888888889,0.0526428591156552,0.0081009213390625,0.0206485902909445,0.000228373503904,-0.9984832162407465,1.0853854370718692,0.7655889978431922
4,0.014552776388157,0.3333333333333333,0.0532532111054019,0.0085624368032667,0.0212286261588683,0.0002388712679892,-0.3998238771071119,2.219925282608742,-0.6090322872785295
5,0.0150555136849747,0.3333333333333333,0.0538025278961739,0.009033663736973,0.0218049532482065,0.000248787493838,-0.7836007117483158,0.7762385896666437,0.4799587684397276
6,0.0156273171280005,0.3333333333333333,0.053985633493098,0.0095262449704031,0.0223915455972057,0.0002571682736126,0.08235268203455691,-0.3989855818924043,-0.02284448937449699
7,0.016255337201661,0.3333333333333333,0.0537414926971993,0.0100683359452533,0.0230198266320845,0.0002656764306315,0.22134923834468223,0.26873215676785506,-0.8378951731712676
8,0.0168415963497072,0.3333333333333333,0.0532226935059146,0.0106413085090713,0.0236657742087279,0.000276429501292,0.9655938198114452,-1.613151586825734,0.4723556174780576
9,0.0172800860686568,0.3333333333333333,0.0538025278961739,0.0111575166771195,0.0242329882566801,0.0002886363453082,1.2047621654324576,-2.007146534067398,0.4306464940389021
10,0.0175563506534895,0.2222222222222222,0.0571899814392683,0.0116056137460641,0.0247148088422435,0.0003025963278403,0.0,0.0,-0.7829855112642482
11,0.0177169695981597,0.2222222222222222,0.0627136669464762,0.0120832809972671,0.0252182901432849,0.0003220711460087,0.0,0.0,0.180593347418971
12,0.0179209556578909,0.2222222222222222,0.0678406236603487,0.0126559174292484,0.025808930960597,0.0003449402656367,0.0,0.0,0.6521084511107385
13,0.018275923525612,0.2222222222222222,0.0710754892060063,0.0132367702913121,0.0263945471754182,0.0003626627398813,0.0,0.0,0.0
14,0.0187786608224297,0.2222222222222222,0.0718994643921644,0.0137222818706663,0.0268742509033092,0.0003695872593301,0.0,0.0,0.0
15,0.0193087033398413,0.2222222222222222,0.0708923836090823,0.0140975114592715,0.0272392049687592,0.000369148262664,0.0,0.0,0.0
16,0.0196733083442427,0.2222222222222222,0.0693970212342028,0.014317472849481,0.0274508871004975,0.0003665121413966,0.0,0.0,0.0
17,0.0197423744904508,0.2222222222222222,0.0689392572418928,0.0143200833248268,0.0274533895183002,0.0003639272455223,0.0,0.0,0.0
18,0.0195110832101258,0.2222222222222222,0.0702515140198482,0.0141355353459509,0.0272759150996576,0.0003632931764912,0.0,0.0,0.0
19,0.0191416596373843,0.2222222222222222,0.0730591331726832,0.013967348915943,0.0271131633557373,0.0003687204934814,,,
20,0.0188477269686379,0.2222222222222222,0.0760803755219295,0.0139273584318959,0.0270743211334398,0.0003777820529523,,,
21,0.018809178421917,0.2222222222222222,0.0780029842896317,0.0140163584416251,0.0271606899005714,0.0003839178829674,,,
22,0.0190340449444553,0.2222222222222222,0.0781860898865557,0.0141883594543114,0.0273268322487849,0.0003844608938056,,,
23,0.0194002561383033,0.2222222222222222,0.0769043507080876,0.0144020446956286,0.0275318425173744,0.0003816324141697,,,
24,0.0197311311643239,0.2222222222222222,0.0753784707337208,0.0145618537732807,0.0276841715875418,0.0003770958194647,,,
25,0.0198660510778469,0.2222222222222222,0.0748596715424361,0.0145342734115232,0.0276579420510858,0.0003703017730735,,,
26,0.0198034096894255,0.2222222222222222,0.0758972699250055,0.0143703894763371,0.0275015688321279,0.000364161252901,,,
27,0.0196251226608416,0.1111111111111111,0.0781555722870684,0.0142308230567349,0.0273676942250635,0.0003638452477434,,,
28,0.0194885965578719,0.1111111111111111,0.0805359450470806,0.0142187466736985,0.0273560795453113,0.0003685496922938,,,
29,0.0194500480111511,0.1111111111111111,0.0818176842255487,0.014265673195894,0.0274011843730714,0.0003725205374109,,,
30,0.0194741408528516,0.1111111111111111,0.0814514730317007,0.0142943707194318,0.0274287313053799,0.000373093139066,,,
31,0.0194789594211917,0.1111111111111111,0.0797730050598972,0.0142882529810483,0.0274228611707826,0.0003725834546595,,,
32,0.0193568890232424,0.2222222222222222,0.0779724666901443,0.0142135203059625,0.0273510514624811,0.0003733908634451,,,
33,0.019079018248963,0.2222222222222222,0.0772705619019356,0.0140555091619872,0.0271985962892313,0.0003757547027603,,,
34,0.0187079884867748,0.2222222222222222,0.0782776426850177,0.0139045605629212,0.0270521529087031,0.0003818301437745,,,
35,0.018351414429607,0.2222222222222222,0.0805969802460553,0.0138490441748804,0.0269980936704022,0.0003921226502686,,,
36,0.0180912117392413,0.2222222222222222,0.0832520114014535,0.0138918036459779,0.027039740389187,0.0004038556181205,,,
37,0.0179241680367843,0.2222222222222222,0.084930479373257,0.0139164327191944,0.0270636994390276,0.0004111680275151,,,
38,0.0178277966699822,0.3333333333333333,0.084930479373257,0.0138684427615502,0.0270169953932999,0.0004120877059753,,,
39,0.0177346376820735,0.3333333333333333,0.0834656345978649,0.0137465951804973,0.0268980484329227,0.0004089876357854,,,
40,0.017667177725312,0.3333333333333333,0.0812683674347767,0.0136609823698554,0.0268141580531191,0.0004068699033198,,,
41,0.0177041200825861,0.3333333333333333,0.0794067938660492,0.013722561556044,0.0268745247752784,0.0004088042139984,,,
42,0.0179562918257183,0.3333333333333333,0.0785217834809164,0.0139874656458993,0.0271326814453668,0.0004137539862853,,,
43,0.0184959714798102,0.3333333333333333,0.0787048890778404,0.0144591415290592,0.0275863634591052,0.0004189064879159,,,
44,0.0193167342870748,0.3333333333333333,0.0795288642639985,0.0151489176582827,0.0282367040516256,0.0004241752321816,,,
45,0.0203575450485377,0.3333333333333333,0.0804138746491313,0.0160997636937836,0.0291093796547324,0.0004329263434801,,,
46,0.0215011519345894,0.3333333333333333,0.08111577943734,0.0172828119956932,0.030159935079238,0.0004473221494695,,,
47,0.0226961568829357,0.3333333333333333,0.08157354342965,0.0186339209213109,0.0313166518017012,0.0004656171428141,,,
48,0.0239024051574088,0.2222222222222222,0.0821838954193968,0.0201367791274354,0.0325550377114102,0.0004885055080824,,,
49,0.0251054410529885,0.2222222222222222,0.0830078706055549,0.0217753031974872,0.0338536348025058,0.0005157854188763,,,
50,0.0262586850757205,0.2222222222222222,0.0840759865876116,0.0235010602567978,0.0351695593980436,0.0005473793663466,,,
51,0.0272641596693559,0.2222222222222222,0.0888367321076361,0.0251465220912251,0.0363799555070654,0.0005801667602199,,,
52,0.0279789139731383,0.2222222222222222,0.0932923016327872,0.0264638083913967,0.0373206647931119,0.0006100123934835,,,
53,0.0283001518624786,0.2222222222222222,0.0966187199769069,0.0272694661079982,0.0378844962790281,0.0006343364628763,,,
54,0.0282294795268237,0.2222222222222222,0.0985108111451217,0.0275618198320972,0.0380870331796291,0.0006537185820708,,,
55,0.0278648745224224,0.2222222222222222,0.0990906455353811,0.0275194116140224,0.0380577204381522,0.0006719388527981,,,
56,0.0273749867411783,0.2222222222222222,0.0989380575379444,0.0273538306178454,0.0379430533256889,0.0006902853965963,,,
57,0.0269220413172084,0.2222222222222222,0.0989990927369191,0.0272128794643027,0.0378451689639598,0.0007074605052251,,,
58,0.026552617744467,0.2222222222222222,0.1004029023133366,0.0270644315125751,0.0377418039290618,0.0007194022547359,,,
59,0.0262442293707002,0.2222222222222222,0.1034241446625829,0.0268944846413279,0.0376231204400809,0.0007267396163869,,,
60,0.0258507129562582,0.2222222222222222,0.1066284926087532,0.0266598615815789,0.0374586519986609,0.0007348912492099,,,
61,0.0253270951966334,0.2222222222222222,0.1091614533662021,0.0263709547115201,0.0372551336706345,0.0007464832337175,,,
62,0.0246701637129323,0.2222222222222222,0.1103211221467209,0.0260937445171962,0.0370588042790006,0.0007647379969663,,,
63,0.0239730774930637,0.2222222222222222,0.1096497349579995,0.0258659912093209,0.0368967201575602,0.0007866595138968,,,
64,0.023378787397784,0.2222222222222222,0.1075135029938859,0.0257315313487329,0.036800694607813,0.0008077234234267,,,
65,0.0229884833622354,0.2222222222222222,0.1045838134431016,0.0256140279400941,0.0367165730112324,0.0008196363663933,,,
66,0.0227973468180779,0.2222222222222222,0.1018372294892414,0.0254328365892698,0.0365864776495863,0.0008188513248599,,,
67,0.022726674482423,0.2222222222222222,0.1000366911194885,0.0251425187046909,0.036377059503781,0.0008067887251116,,,
68,0.0226817011779153,0.2222222222222222,0.0993347863312798,0.0248255358384189,0.0361470213073009,0.0007921475810662,,,
69,0.0225885421900066,0.2222222222222222,0.0993347863312798,0.0245534042483929,0.0359483578780163,0.0007820421958562,,,
70,0.0224295294347831,0.3333333333333333,0.0992127159333304,0.0242846544063045,0.0357510797822244,0.0007750559149291,,,
71,0.0222159062383718,0.3333333333333333,0.098266670349223,0.0239293514582546,0.0354885833816236,0.0007658930604423,,,
72,0.0219605221163462,0.3333333333333333,0.0961914735840842,0.0233384261834052,0.0350476564149333,0.0007460736885566,,,
73,0.0216135851958586,0.3333333333333333,0.0939942064209959,0.0223904335548619,0.0343284702733535,0.0007112968062898,,,
74,0.0210899674362337,0.3333333333333333,0.0927735024415025,0.0210941043322239,0.0333199042238339,0.000665429291024,,,
75,0.0203013284179031,0.3333333333333333,0.091095034469699,0.019519390696116,0.0320520881133688,0.0006151924168956,,,
76,0.0192107257835925,0.3333333333333333,0.0888977673066108,0.0178253534003979,0.0306296669057596,0.0005691245096253,,,
77,0.0178149471544085,0.3333333333333333,0.0860901481537758,0.0160847213039374,0.0290957776860252,0.0005291919370402,,,
78,0.0161814524871127,0.3333333333333333,0.0827026946106815,0.0143907626996576,0.0275210567228054,0.0004955691585471,,,
79,0.0143487903284258,0.3333333333333333,0.0786438538788657,0.012731296896621,0.0258856766903416,0.0004641804738277,,,
80,0.012305717352221,0.4444444444444444,0.0740051787567906,0.0111031692017782,0.0241738976255253,0.0004329466468566,,,
81,0.0099895921700768,0.3888888888888889,0.0690002924408675,0.009515464875948,0.0223788726445138,0.0004010219891149,,,
82,0.0073329548252319,0.3888888888888889,0.063964888525457,0.0080768136045255,0.0206178430702574,0.0003713232264008,,,
83,0.0042908320131784,0.1666666666666666,0.0596924245972299,0.0069347135417953,0.0191045785939493,0.000346573683887,,,
84,0.0008567989761297,0.1666666666666666,0.0554809958679775,0.0062479347490125,0.0181339094240779,0.0003281045665151,,,
85,-0.0028904410030257,0.1666666666666666,0.0545959854828447,0.0061780742571646,0.0180322434269467,0.0003168071538166,,,
86,-0.0068400608524657,0.1666666666666666,0.0589600022095338,0.00684786953158,0.0189845775795153,0.0003136277534072,,,
87,-0.0108924768264947,0.1666666666666666,0.0630798781403242,0.0082914655545752,0.020890019720551,0.0003177468725092,,,
88,-0.014980228968351,0.0555555555555555,0.0658264620941845,0.0104862199118065,0.0234926863331487,0.0003274990512034,,,
89,-0.0190133706690195,0.1666666666666666,0.0668335428772666,0.0133394459181764,0.0264967186828228,0.0003405678367591,,,
90,-0.0229308667295255,0.1111111111111111,0.0663757788849565,0.0167315036064999,0.0296749971014941,0.0003547808040064,,,
91,-0.0266491952986404,0.1111111111111111,0.0652771453034124,0.0204794645622527,0.032830878086156,0.0003676869458429,,,
92,-0.0300655602517754,0.1111111111111111,0.0644836877167417,0.0243672196764645,0.0358118031678064,0.0003785473328765,,,
93,-0.0331205325794024,0.1111111111111111,0.0645752405152037,0.0281996404822564,0.0385252073885305,0.000387221925986,,,
