Unnamed: 0,Mean,Zero Crossing Rate,Range,Energy,RMS,Variance,Approximation,Detail 1,Detail 2
0,0.0063322987999366,0.1111111111111111,0.0175476197052184,0.001208605865948,0.0079756401028317,2.351282695821866e-05,0.6698598430184679,-0.3723252079417226,0.04575393692743488
1,0.0059998175844693,0.1111111111111111,0.0178222781006044,0.0011248067439125,0.0076941766903787,2.3202543895860546e-05,1.3881279345314026,-1.312230199560353,0.6398949585487067
2,0.0056416373378547,0.1111111111111111,0.0184326300903511,0.0010485972278914,0.0074289519976749,2.3361255931881155e-05,-0.1685822483634989,-0.5395225470277725,0.524433347147317
3,0.0052673951967732,0.1111111111111111,0.0192260876770219,0.0009759877827373,0.007167131786064,2.36223258798191e-05,0.9993569616664274,2.612940463991535,-0.3191423102967182
4,0.0048562106984175,0.1666666666666666,0.0200500628631799,0.0009006588205139,0.0068849906184774,2.382031346909683e-05,0.5858116198957164,0.39421326411904706,0.6871911176663408
5,0.0044273581161481,0.2777777777777778,0.02050782685549,0.0008218229539162,0.0065767651379538,2.3652339791182296e-05,1.680311597503005,-1.142291093612352,0.2324625484403619
6,0.0040274169439193,0.3888888888888889,0.020416274057028,0.0007454521393457,0.0062637307671595,2.3014235883292e-05,0.29402853851455546,0.33797252219215496,0.3942854147023765
7,0.003710997622919,0.3888888888888889,0.0198974748657433,0.0006822208010894,0.0059921914148394,2.213485459476465e-05,-1.1393765842830352,-0.07527484091797061,-0.9509114794082959
8,0.0035021929948478,0.3888888888888889,0.0191040172790725,0.0006363363699769,0.0057871744308879,2.1226032120361685e-05,-1.4347860840480924,1.0768906350502212,-0.1429731085917313
9,0.0034010030597056,0.3888888888888889,0.0184631476898384,0.0006107474174074,0.0056696208794048,2.057777910405616e-05,-1.2689431447298567,-1.6304156002894235,-0.6140361177194396
10,0.003376910218005,0.3888888888888889,0.0185852180877878,0.0006056924818484,0.0056461094282909,2.0475029055768957e-05,0.0,0.0,0.8574013295858606
11,0.0033592421340913,0.3888888888888889,0.0188293588836865,0.0006088259167278,0.0056606951252883,2.075896158600882e-05,0.0,0.0,0.1915220980792528
12,0.003328724534604,0.3888888888888889,0.0191040172790725,0.0006073191542469,0.0056536860553977,2.0883758985723723e-05,0.0,0.0,0.7143823615845667
13,0.0032660831461826,0.3888888888888889,0.0192566052765092,0.0005892041698712,0.0055687292789913,2.034344666491727e-05,0.0,0.0,0.0
